OBJECTID,Province,Abbreviation,DailyTotals,SummaryDate,TotalCases,TotalRecovered,DailyRecovered,TotalDeaths,DailyDeaths,TotalTested,DailyTested,TotalActive,DailyActive,TotalHospitalized,DailyHospitalized,TotalICU,DailyICU,TotalVaccinated,DailyVaccinated,TotalDose1,DailyDose1,TotalDose2,DailyDose2
9023,ONTARIO,ON,129,2021/07/27 12:00:00+00,549576,538860,158,9321,5,16490501,13644,1395,-34,125,29,127,-4,19110428,92035,10408317,15856,8702111,76179
9024,NORTHWEST TERRITORIES,NT,0,2021/07/27 12:00:00+00,128,128,0,0,0,25661,38,0,0,0,0,0,0,63564,0,33067,0,30497,0
9025,REPATRIATED CDN,RC,0,2021/07/27 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9026,CANADA,CA,550,2021/07/27 12:00:00+00,1427920,1396198,442,26560,7,38735929,41579,5151,105,405,20,211,4,48218688,278092,26810999,36987,21334059,171834
9027,NUNAVUT,NU,0,2021/07/28 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9028,YUKON,YT,0,2021/07/28 12:00:00+00,582,504,12,6,0,13564,57,77,-12,0,0,0,0,63069,164,32658,119,30411,45
9029,PRINCE EDWARD ISLAND,PE,0,2021/07/28 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,192902,0,123236,0,69664,0
9030,NEWFOUNDLAND AND LABRADOR,NL,0,2021/07/28 12:00:00+00,1437,1421,30,7,0,262021,524,2,-30,2,0,0,0,648083,5659,400754,737,247329,4922
9031,NEW BRUNSWICK,NB,2,2021/07/28 12:00:00+00,2354,2299,1,46,0,379119,597,8,1,0,0,0,0,1019934,5583,566611,1044,453323,4539
9032,BRITISH COLUMBIA,BC,185,2021/07/28 12:00:00+00,149444,146756,56,1771,3,3121217,9379,909,126,47,3,20,-2,6685982,48741,3753175,5321,2932807,43420
9033,NOVA SCOTIA,NS,0,2021/07/28 12:00:00+00,5885,5783,0,93,0,1022098,2904,9,0,0,0,0,0,1317557,13821,735648,1505,581909,12316
9034,SASKATCHEWAN,SK,65,2021/07/28 12:00:00+00,49830,48876,51,578,0,957184,1824,376,14,43,-7,9,-1,1394825,4562,757981,982,636844,3580
9035,ALBERTA,AB,194,2021/07/28 12:00:00+00,233875,230216,33,2325,0,4850754,7123,1334,161,84,2,18,-3,5260033,19108,2843034,3945,2416999,15163
9036,MANITOBA,MB,26,2021/07/28 12:00:00+00,57502,55830,24,1175,3,869632,1534,497,-1,35,-1,13,3,1759911,10434,948472,2250,807715,8795
9037,QUEBEC,QC,133,2021/07/28 12:00:00+00,377034,364930,72,11240,0,10589543,14922,864,61,61,-5,19,-2,10840838,72398,6207992,6762,4632846,134929
9038,ONTARIO,ON,158,2021/07/28 12:00:00+00,549734,539031,171,9325,4,16511028,20527,1378,-17,117,-8,122,-5,19204544,94116,10425085,16768,8779459,77348
9039,NORTHWEST TERRITORIES,NT,0,2021/07/28 12:00:00+00,128,128,0,0,0,25742,81,0,0,0,0,0,0,63564,0,33067,0,30497,0
9040,REPATRIATED CDN,RC,0,2021/07/28 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9041,CANADA,CA,763,2021/07/28 12:00:00+00,1428683,1396648,450,26570,10,38795401,59472,5454,303,389,-16,201,-10,48493274,274586,26850432,39433,21639116,305057
9042,NUNAVUT,NU,0,2021/07/29 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9043,YUKON,YT,7,2021/07/29 12:00:00+00,589,506,2,7,1,13692,128,80,3,0,0,0,0,63242,173,32709,51,30533,122
9044,PRINCE EDWARD ISLAND,PE,0,2021/07/29 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,199191,6289,123866,630,75318,5654
9045,NEWFOUNDLAND AND LABRADOR,NL,0,2021/07/29 12:00:00+00,1437,1421,0,7,0,262021,0,2,0,2,0,0,0,648083,0,400754,0,247329,0
9046,NEW BRUNSWICK,NB,4,2021/07/29 12:00:00+00,2358,2299,0,46,0,379699,580,12,4,0,0,0,0,1025847,5913,567632,1021,458215,4892
9047,BRITISH COLUMBIA,BC,202,2021/07/29 12:00:00+00,149646,146810,54,1771,0,3129546,8329,1053,144,51,4,20,0,6732309,46327,3758815,5640,2973494,40687
9048,NOVA SCOTIA,NS,1,2021/07/29 12:00:00+00,5886,5783,0,93,0,1024860,2762,10,1,0,0,0,0,1332960,15403,737234,1586,595726,13817
9049,SASKATCHEWAN,SK,52,2021/07/29 12:00:00+00,49882,48892,16,578,0,958748,1564,412,36,43,0,9,0,1400844,6019,759187,1206,641657,4813
9050,ALBERTA,AB,233,2021/07/29 12:00:00+00,234108,230263,47,2325,0,4858605,7851,1520,186,89,5,20,2,5277521,17488,2846560,3526,2430961,13962
9051,MANITOBA,MB,46,2021/07/29 12:00:00+00,57548,55845,15,1177,2,871465,1833,526,29,35,0,10,-3,1770769,10858,950732,2260,817054,9339
9052,QUEBEC,QC,138,2021/07/29 12:00:00+00,377172,365018,88,11240,0,10603328,13785,914,50,62,1,20,1,10912024,71186,6214968,6976,4697056,64210
9053,ONTARIO,ON,218,2021/07/29 12:00:00+00,549952,539200,169,9328,3,16530453,19425,1424,46,105,-12,121,-1,19293701,89157,10425085,0,8851757,72298
9054,NORTHWEST TERRITORIES,NT,0,2021/07/29 12:00:00+00,128,128,0,0,0,25789,47,0,0,0,0,0,0,63564,0,33067,0,30497,0
9055,REPATRIATED CDN,RC,0,2021/07/29 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9056,CANADA,CA,901,2021/07/29 12:00:00+00,1429584,1397039,391,26576,6,38851705,56304,5953,499,387,-2,200,-1,48762087,268813,26873328,22896,21868910,229794
9057,NUNAVUT,NU,0,2021/07/30 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9058,YUKON,YT,7,2021/07/30 12:00:00+00,596,516,10,7,0,13692,0,78,-2,0,0,0,0,63242,0,32709,0,30533,0
9059,PRINCE EDWARD ISLAND,PE,0,2021/07/30 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,199191,0,123866,0,75318,0
9060,NEWFOUNDLAND AND LABRADOR,NL,0,2021/07/30 12:00:00+00,1437,1421,0,7,0,262522,501,2,0,2,0,0,0,662606,14523,402571,1817,260035,12706
9061,NEW BRUNSWICK,NB,7,2021/07/30 12:00:00+00,2365,2299,0,46,0,380447,748,19,7,0,0,0,0,1031439,5592,568659,1027,462780,4565
9062,BRITISH COLUMBIA,BC,243,2021/07/30 12:00:00+00,149889,146876,66,1771,0,3139451,9905,1231,178,47,-4,16,-4,6774257,41948,3764167,5352,3010090,36596
9063,NOVA SCOTIA,NS,1,2021/07/30 12:00:00+00,5887,5785,2,93,0,1027936,3076,9,-1,1,1,1,1,1345401,12441,738426,1192,606975,11249
9064,SASKATCHEWAN,SK,58,2021/07/30 12:00:00+00,49940,48914,22,578,0,960527,1779,448,36,46,3,12,3,1406189,5345,760269,1082,645920,4263
9065,ALBERTA,AB,187,2021/07/30 12:00:00+00,234295,230312,49,2328,3,4866898,8293,1655,135,90,1,19,-1,5294361,16840,2850071,3511,2444290,13329
9066,MANITOBA,MB,45,2021/07/30 12:00:00+00,57593,55873,28,1178,1,873199,1734,542,16,34,-1,9,-1,1782514,11745,953041,2309,852012,34958
9067,QUEBEC,QC,125,2021/07/30 12:00:00+00,377297,365105,87,11241,1,10618833,15505,951,37,60,-2,17,-3,10980147,68123,6221769,6801,4758378,61322
9068,ONTARIO,ON,226,2021/07/30 12:00:00+00,550178,539348,148,9339,11,16551446,20993,1491,67,108,3,117,-4,19377608,83907,10458246,33161,8919362,67605
9069,NORTHWEST TERRITORIES,NT,0,2021/07/30 12:00:00+00,128,128,0,0,0,25812,23,0,0,0,0,0,0,63564,0,33067,0,30497,0
9070,REPATRIATED CDN,RC,0,2021/07/30 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,CANADA,CA,899,2021/07/30 12:00:00+00,1430483,1397451,412,26592,16,38914262,62557,6426,473,388,1,191,-9,49022551,260464,26929580,56252,22115503,246593
9072,NUNAVUT,NU,0,2021/07/31 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9073,YUKON,YT,0,2021/07/31 12:00:00+00,596,516,0,7,0,13692,0,78,0,0,0,0,0,63242,0,32709,0,30533,0
9074,PRINCE EDWARD ISLAND,PE,0,2021/07/31 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,199191,0,123866,0,75318,0
9075,NEWFOUNDLAND AND LABRADOR,NL,0,2021/07/31 12:00:00+00,1437,1421,0,7,0,262522,0,2,0,2,0,0,0,662606,0,402571,0,260035,0
9076,NEW BRUNSWICK,NB,0,2021/07/31 12:00:00+00,2365,2299,0,46,0,380447,0,19,0,0,0,0,0,1031439,0,568659,0,462780,0
9077,BRITISH COLUMBIA,BC,0,2021/07/31 12:00:00+00,149889,146876,0,1771,0,3139451,0,1231,0,47,0,16,0,6774257,0,3764167,0,3010090,0
9078,NOVA SCOTIA,NS,0,2021/07/31 12:00:00+00,5887,5785,0,93,0,1027936,0,9,0,1,0,1,0,1345401,0,738426,0,606975,0
9079,SASKATCHEWAN,SK,84,2021/07/31 12:00:00+00,50024,48967,53,578,0,962337,1810,479,31,46,0,11,-1,1411497,5308,761397,1128,650100,4180
9080,ALBERTA,AB,0,2021/07/31 12:00:00+00,234295,230312,0,2328,0,4866898,0,1655,0,90,0,19,0,5294361,0,2850071,0,2444290,0
9081,MANITOBA,MB,0,2021/07/31 12:00:00+00,57593,55873,0,1178,0,873199,0,542,0,34,0,9,0,1782514,0,953041,0,852012,0
9082,QUEBEC,QC,0,2021/07/31 12:00:00+00,377297,365105,0,11241,0,10618833,0,951,0,60,0,17,0,10980147,0,6221769,0,4758378,0
9083,ONTARIO,ON,258,2021/07/31 12:00:00+00,550436,539485,137,9345,6,16570558,19112,1606,115,105,-3,112,-5,19459198,81590,10473560,15314,8985638,66276
9084,NORTHWEST TERRITORIES,NT,0,2021/07/31 12:00:00+00,128,128,0,0,0,25812,0,0,0,0,0,0,0,63564,0,33067,0,30497,0
9085,REPATRIATED CDN,RC,0,2021/07/31 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,CANADA,CA,342,2021/07/31 12:00:00+00,1430825,1397641,190,26598,6,38935184,20922,6572,146,385,-3,185,-6,49109449,86898,26946022,16442,22185959,70456
9087,NUNAVUT,NU,0,2021/08/01 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9088,YUKON,YT,0,2021/08/01 12:00:00+00,596,516,0,7,0,13692,0,78,0,0,0,0,0,63242,0,32709,0,30533,0
9089,PRINCE EDWARD ISLAND,PE,0,2021/08/01 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,199191,0,123866,0,75318,0
9090,NEWFOUNDLAND AND LABRADOR,NL,0,2021/08/01 12:00:00+00,1437,1421,0,7,0,262522,0,2,0,2,0,0,0,662606,0,402571,0,260035,0
9091,NEW BRUNSWICK,NB,18,2021/08/01 12:00:00+00,2383,2299,0,46,0,380447,0,37,18,0,0,0,0,1040874,9435,570357,1698,470517,7737
9092,BRITISH COLUMBIA,BC,0,2021/08/01 12:00:00+00,149889,146876,0,1771,0,3139451,0,1231,0,47,0,16,0,6774257,0,3764167,0,3010090,0
9093,NOVA SCOTIA,NS,0,2021/08/01 12:00:00+00,5887,5785,0,93,0,1027936,0,9,0,1,0,1,0,1345401,0,738426,0,606975,0
9094,SASKATCHEWAN,SK,43,2021/08/01 12:00:00+00,50067,48993,26,578,0,963501,1164,496,17,48,2,11,0,1415596,4099,762283,886,653313,3213
9095,ALBERTA,AB,0,2021/08/01 12:00:00+00,234295,230312,0,2328,0,4866898,0,1655,0,90,0,19,0,5294361,0,2850071,0,2444290,0
9096,MANITOBA,MB,0,2021/08/01 12:00:00+00,57593,55873,0,1178,0,873199,0,542,0,34,0,9,0,1782514,0,953041,0,852012,0
9097,QUEBEC,QC,0,2021/08/01 12:00:00+00,377297,365105,0,11241,0,10618833,0,951,0,60,0,17,0,10980147,0,6221769,0,4758378,0
9098,ONTARIO,ON,218,2021/08/01 12:00:00+00,550654,539640,155,9347,2,16584680,14122,1667,61,78,-27,110,-2,19519781,60583,10484446,10886,9035335,49697
9099,NORTHWEST TERRITORIES,NT,0,2021/08/01 12:00:00+00,128,128,0,0,0,25812,0,0,0,0,0,0,0,63564,0,33067,0,30497,0
9100,REPATRIATED CDN,RC,0,2021/08/01 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,CANADA,CA,279,2021/08/01 12:00:00+00,1431104,1397822,181,26600,2,38950470,15286,6668,96,360,-25,183,-2,49183566,74117,26959492,13470,22246606,60647
9102,NUNAVUT,NU,0,2021/08/02 12:00:00+00,657,653,0,4,0,18740,0,0,0,0,0,0,0,42032,0,22719,0,19313,0
9103,YUKON,YT,7,2021/08/02 12:00:00+00,603,538,22,8,1,13868,176,60,-18,0,0,0,0,63563,321,32840,131,30723,190
9104,PRINCE EDWARD ISLAND,PE,0,2021/08/02 12:00:00+00,208,208,0,0,0,174759,0,0,0,0,0,0,0,199191,0,123866,0,75318,0
9105,NEWFOUNDLAND AND LABRADOR,NL,3,2021/08/02 12:00:00+00,1440,1421,0,7,0,263102,580,5,3,2,0,0,0,673367,10761,403534,963,269833,9798
9106,NEW BRUNSWICK,NB,0,2021/08/02 12:00:00+00,2383,2299,0,46,0,380447,0,37,0,0,0,0,0,1040874,0,570357,0,470517,0
9107,BRITISH COLUMBIA,BC,0,2021/08/02 12:00:00+00,149889,146876,0,1771,0,3139451,0,1231,0,47,0,16,0,6774257,0,3764167,0,3010090,0
9108,NOVA SCOTIA,NS,0,2021/08/02 12:00:00+00,5887,5785,0,93,0,1027936,0,9,0,1,0,1,0,1345401,0,738426,0,606975,0
9109,SASKATCHEWAN,SK,29,2021/08/02 12:00:00+00,50096,49044,51,578,0,964363,862,474,-22,58,10,11,0,1417127,1531,762618,335,654509,1196
9110,ALBERTA,AB,0,2021/08/02 12:00:00+00,234295,230312,0,2328,0,4866898,0,1655,0,90,0,19,0,5294361,0,2850071,0,2444290,0
9111,MANITOBA,MB,0,2021/08/02 12:00:00+00,57593,55873,0,1178,0,873199,0,542,0,34,0,9,0,1782514,0,953041,0,852012,0
9112,QUEBEC,QC,501,2021/08/02 12:00:00+00,377798,365451,346,11241,0,10630034,11201,1106,155,61,1,17,0,11330968,350821,6352877,131108,4978091,219713
9113,ONTARIO,ON,0,2021/08/02 12:00:00+00,550654,539640,0,9347,0,16584680,0,1667,0,78,0,110,0,19519781,0,10484446,0,9035335,0
9114,NORTHWEST TERRITORIES,NT,0,2021/08/02 12:00:00+00,128,128,0,0,0,25812,0,0,0,0,0,0,0,63564,0,33067,0,30497,0
9115,REPATRIATED CDN,RC,0,2021/08/02 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9116,CANADA,CA,540,2021/08/02 12:00:00+00,1431644,1398241,419,26601,1,38963289,12819,6786,118,371,11,183,0,49547000,363434,27092029,132537,22477503,230897
9117,NUNAVUT,NU,0,2021/08/03 12:00:00+00,657,653,0,4,0,18860,120,0,0,0,0,0,0,42715,683,22921,202,19794,481
9118,YUKON,YT,7,2021/08/03 12:00:00+00,610,544,6,8,0,13927,59,61,1,0,0,0,0,63563,0,32840,0,30723,0
9119,PRINCE EDWARD ISLAND,PE,0,2021/08/03 12:00:00+00,208,208,0,0,0,175821,1062,0,0,0,0,0,0,204786,5595,124533,667,80252,4934
9120,NEWFOUNDLAND AND LABRADOR,NL,0,2021/08/03 12:00:00+00,1440,1421,0,7,0,263102,0,5,0,2,0,0,0,678849,5482,404217,683,274632,4799
9121,NEW BRUNSWICK,NB,11,2021/08/03 12:00:00+00,2394,2303,4,46,0,382554,2107,44,7,0,0,0,0,1042894,2020,570876,519,472018,1501
9122,BRITISH COLUMBIA,BC,742,2021/08/03 12:00:00+00,150631,147285,409,1772,1,3173365,33914,1544,313,53,6,19,3,6902320,128063,3779224,15057,3123096,113006
9123,NOVA SCOTIA,NS,6,2021/08/03 12:00:00+00,5893,5788,3,93,0,1036264,8328,12,3,1,0,1,0,1360660,15259,740103,1677,620557,13582
9124,SASKATCHEWAN,SK,24,2021/08/03 12:00:00+00,50120,49093,49,578,0,965423,1060,449,-25,58,0,10,-1,1417902,775,762819,201,655083,574
9125,ALBERTA,AB,743,2021/08/03 12:00:00+00,235038,230534,222,2328,0,4888507,21609,2176,521,90,0,23,4,5331823,37462,2858654,8583,2473169,28879
9126,MANITOBA,MB,98,2021/08/03 12:00:00+00,57691,55982,109,1181,3,878040,4841,528,-14,35,1,6,-3,1814277,31763,959570,6529,852275,263
9127,QUEBEC,QC,175,2021/08/03 12:00:00+00,377973,365558,107,11241,0,10640682,10648,1174,68,58,-3,18,1,11206846,-124122,6244579,-108298,4962267,-15824
9128,ONTARIO,ON,332,2021/08/03 12:00:00+00,550986,539920,280,9349,2,16607853,23173,1717,50,71,-7,106,-4,19591917,72136,10496523,12077,9095394,60059
9129,NORTHWEST TERRITORIES,NT,0,2021/08/03 12:00:00+00,128,128,0,0,0,25812,0,0,0,0,0,0,0,63564,0,33067,0,30497,0
9130,REPATRIATED CDN,RC,0,2021/08/03 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,CANADA,CA,2138,2021/08/03 12:00:00+00,1433782,1399430,1189,26607,6,39070210,106921,7710,924,368,-3,183,0,49722116,175116,27029926,-62103,22689757,212254
9132,NUNAVUT,NU,0,2021/08/04 12:00:00+00,657,653,0,4,0,18860,0,0,0,0,0,0,0,42715,0,22921,0,19794,0
9133,YUKON,YT,6,2021/08/04 12:00:00+00,616,557,13,8,0,13982,55,53,-8,0,0,0,0,63563,0,32840,0,30723,0
9134,PRINCE EDWARD ISLAND,PE,3,2021/08/04 12:00:00+00,211,208,0,0,0,175821,0,3,3,0,0,0,0,204786,0,124533,0,80252,0
9135,NEWFOUNDLAND AND LABRADOR,NL,1,2021/08/04 12:00:00+00,1441,1421,0,7,0,263576,474,6,1,2,0,0,0,678849,0,404217,0,274632,0
9136,NEW BRUNSWICK,NB,2,2021/08/04 12:00:00+00,2396,2308,5,46,0,383147,593,41,-3,0,0,0,0,1044152,1258,571193,317,472959,941
9137,BRITISH COLUMBIA,BC,342,2021/08/04 12:00:00+00,150973,147409,124,1772,0,3181760,8395,1764,220,55,2,23,4,6931815,29495,3783342,4118,3148473,25377
9138,NOVA SCOTIA,NS,2,2021/08/04 12:00:00+00,5895,5791,3,93,0,1038886,2622,11,-1,1,0,1,0,1370902,10242,741629,1526,629273,8716
9139,SASKATCHEWAN,SK,61,2021/08/04 12:00:00+00,50181,49119,26,579,1,966800,1377,483,34,56,-2,12,2,1418959,1057,763107,288,655852,769
9140,ALBERTA,AB,206,2021/08/04 12:00:00+00,235244,230634,100,2328,0,4893926,5419,2282,106,97,7,23,0,5344785,12962,2862384,3730,2482401,9232
9141,MANITOBA,MB,15,2021/08/04 12:00:00+00,57706,56010,28,1181,0,879141,1101,515,-13,33,-2,5,-1,1816658,2381,960348,778,852975,1700
9142,QUEBEC,QC,184,2021/08/04 12:00:00+00,378157,365654,96,11240,-1,10655091,14409,1263,89,58,0,17,-1,11256183,49337,6250748,6169,5005435,43168
9143,ONTARIO,ON,139,2021/08/04 12:00:00+00,551125,540075,155,9360,11,16624968,17115,1690,-27,112,41,108,2,19652011,60094,10508609,12086,9143402,48008
9144,NORTHWEST TERRITORIES,NT,1,2021/08/04 12:00:00+00,129,129,1,0,0,25920,108,0,0,0,0,0,0,64296,732,33297,230,30999,502
9145,REPATRIATED CDN,RC,0,2021/08/04 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9146,CANADA,CA,962,2021/08/04 12:00:00+00,1434744,1399981,551,26618,11,39121878,51668,8111,401,414,46,189,6,49889674,167558,27059168,29242,22827170,137413
9147,NUNAVUT,NU,0,2021/08/05 12:00:00+00,657,653,0,4,0,18860,0,0,0,0,0,0,0,42715,0,22921,0,19794,0
9148,YUKON,YT,7,2021/08/05 12:00:00+00,623,563,6,8,0,14025,43,54,1,0,0,0,0,63824,261,32903,63,30921,198
9149,PRINCE EDWARD ISLAND,PE,1,2021/08/05 12:00:00+00,212,208,0,0,0,175821,0,4,1,0,0,0,0,210946,6160,125122,589,85833,5581
9150,NEWFOUNDLAND AND LABRADOR,NL,0,2021/08/05 12:00:00+00,1441,1421,0,7,0,263576,0,6,0,2,0,0,0,691306,12457,405696,1479,285610,10978
9151,NEW BRUNSWICK,NB,13,2021/08/05 12:00:00+00,2409,2311,3,46,0,384250,1103,51,10,0,0,0,0,1047867,3715,571995,802,475872,2913
9152,BRITISH COLUMBIA,BC,402,2021/08/05 12:00:00+00,151375,147510,101,1772,0,3192491,10731,2066,302,58,3,21,-2,6965062,33247,3790965,7623,3174097,25624
9153,NOVA SCOTIA,NS,4,2021/08/05 12:00:00+00,5899,5791,0,93,0,1042251,3365,15,4,1,0,1,0,1379664,8762,742761,1132,636903,7630
9154,SASKATCHEWAN,SK,70,2021/08/05 12:00:00+00,50251,49167,48,581,2,968564,1764,503,20,53,-3,11,-1,1422820,3861,764069,962,658751,2899
9155,ALBERTA,AB,397,2021/08/05 12:00:00+00,235641,230786,152,2329,1,4901387,7461,2526,244,102,5,24,1,5355254,10469,2865018,2634,2490236,7835
9156,MANITOBA,MB,33,2021/08/05 12:00:00+00,57739,56028,18,1183,2,880959,1818,528,13,29,-4,4,-1,1821677,5019,961821,1473,856853,3878
9157,QUEBEC,QC,305,2021/08/05 12:00:00+00,378462,365750,96,11240,0,10671660,16569,1472,209,60,2,16,-1,11303577,47394,6256800,6052,5046777,41342
9158,ONTARIO,ON,213,2021/08/05 12:00:00+00,551338,540258,183,9374,14,16648462,23494,1706,16,113,1,110,2,19710224,58213,10520689,12080,9189535,46133
9159,NORTHWEST TERRITORIES,NT,0,2021/08/05 12:00:00+00,129,129,0,0,0,25979,59,0,0,0,0,0,0,64296,0,33297,0,30999,0
9160,REPATRIATED CDN,RC,0,2021/08/05 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9161,CANADA,CA,1445,2021/08/05 12:00:00+00,1436189,1400588,607,26637,19,39188285,66407,8931,820,418,4,187,-2,50079232,189558,27094057,34889,22982181,155011
9162,NUNAVUT,NU,0,2021/08/06 12:00:00+00,657,653,0,4,0,18860,0,0,0,0,0,0,0,42715,0,22921,0,19794,0
9163,YUKON,YT,1,2021/08/06 12:00:00+00,624,570,7,8,0,14065,40,47,-7,0,0,0,0,63824,0,32903,0,30921,0
9164,PRINCE EDWARD ISLAND,PE,0,2021/08/06 12:00:00+00,212,208,0,0,0,175821,0,4,0,0,0,0,0,210946,0,125122,0,85833,0
9165,NEWFOUNDLAND AND LABRADOR,NL,2,2021/08/06 12:00:00+00,1443,1422,1,7,0,263991,415,7,1,2,0,0,0,698395,7089,406525,829,291870,6260
9166,NEW BRUNSWICK,NB,5,2021/08/06 12:00:00+00,2414,2312,1,46,0,385053,803,55,4,0,0,0,0,1051567,3700,572817,822,478750,2878
9167,BRITISH COLUMBIA,BC,464,2021/08/06 12:00:00+00,151839,147627,117,1772,0,3205006,12515,2411,345,52,-6,24,3,6993104,28042,3796146,5181,3196958,22861
9168,NOVA SCOTIA,NS,1,2021/08/06 12:00:00+00,5900,5794,3,93,0,1045824,3573,13,-2,1,0,1,0,1387232,7568,743725,964,643507,6604
9169,SASKATCHEWAN,SK,87,2021/08/06 12:00:00+00,50338,49207,40,582,1,970495,1931,549,46,57,4,12,1,1426527,3707,764982,913,661545,2794
9170,ALBERTA,AB,369,2021/08/06 12:00:00+00,236010,230966,180,2325,-4,4908688,7301,2719,193,113,11,25,1,5365607,10353,2867674,2656,2497933,7697
9171,MANITOBA,MB,25,2021/08/06 12:00:00+00,57764,56042,14,1184,1,882690,1731,538,10,33,4,4,0,1829312,7635,963292,1471,862590,5737
9172,QUEBEC,QC,218,2021/08/06 12:00:00+00,378680,365881,131,11241,1,10689185,17525,1558,86,57,-3,15,-1,11356853,53276,6264980,8180,5091873,45096
9173,ONTARIO,ON,340,2021/08/06 12:00:00+00,551678,540407,149,9392,18,16671910,23448,1879,173,114,1,110,0,19764199,53975,10532434,11745,9231765,42230
9174,NORTHWEST TERRITORIES,NT,1,2021/08/06 12:00:00+00,130,129,0,0,0,26006,27,1,1,0,0,0,0,64296,0,33297,0,30999,0
9175,REPATRIATED CDN,RC,0,2021/08/06 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9176,CANADA,CA,1513,2021/08/06 12:00:00+00,1437702,1401231,643,26654,17,39257594,69309,9781,850,429,11,191,4,50254577,175345,27126818,32761,23124338,142157
9177,NUNAVUT,NU,0,2021/08/07 12:00:00+00,657,653,0,4,0,18860,0,0,0,0,0,0,0,42715,0,22921,0,19794,0
9178,YUKON,YT,0,2021/08/07 12:00:00+00,624,570,0,8,0,14065,0,47,0,0,0,0,0,63824,0,32903,0,30921,0
9179,PRINCE EDWARD ISLAND,PE,0,2021/08/07 12:00:00+00,212,208,0,0,0,175821,0,4,0,0,0,0,0,210946,0,125122,0,85833,0
9180,NEWFOUNDLAND AND LABRADOR,NL,0,2021/08/07 12:00:00+00,1443,1422,0,7,0,263991,0,7,0,2,0,0,0,698395,0,406525,0,291870,0
9181,NEW BRUNSWICK,NB,0,2021/08/07 12:00:00+00,2414,2312,0,46,0,385053,0,55,0,0,0,0,0,1051567,0,572817,0,478750,0
9182,BRITISH COLUMBIA,BC,0,2021/08/07 12:00:00+00,151839,147627,0,1772,0,3205006,0,2411,0,52,0,24,0,6993104,0,3796146,0,3196958,0
9183,NOVA SCOTIA,NS,0,2021/08/07 12:00:00+00,5900,5794,0,93,0,1045824,0,13,0,1,0,1,0,1387232,0,743725,0,643507,0
9184,SASKATCHEWAN,SK,139,2021/08/07 12:00:00+00,50477,49267,60,582,0,972416,1921,628,79,60,3,12,0,1430018,3491,765874,892,664144,2599
9185,ALBERTA,AB,0,2021/08/07 12:00:00+00,236010,230966,0,2325,0,4908688,0,2719,0,113,0,25,0,5365607,0,2867674,0,2497933,0
9186,MANITOBA,MB,0,2021/08/07 12:00:00+00,57764,56042,0,1184,0,882690,0,538,0,33,0,4,0,1829312,0,963292,0,862590,0
9187,QUEBEC,QC,0,2021/08/07 12:00:00+00,378680,365881,0,11241,0,10689185,0,1558,0,57,0,15,0,11356853,0,6264980,0,5091873,0
9188,ONTARIO,ON,378,2021/08/07 12:00:00+00,552056,540598,191,9401,9,16692768,20858,2057,178,138,24,111,1,19825240,61041,10544542,12108,9280698,48933
9189,NORTHWEST TERRITORIES,NT,0,2021/08/07 12:00:00+00,130,129,0,0,0,26006,0,1,0,0,0,0,0,64296,0,33297,0,30999,0
9190,REPATRIATED CDN,RC,0,2021/08/07 12:00:00+00,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,CANADA,CA,517,2021/08/07 12:00:00+00,1438219,1401482,251,26663,9,39280373,22779,10038,257,456,27,192,1,50319109,64532,27139818,1300,23175870,51532
9192,NUNAVUT,NU,0,2021/08/08 12:00:00+00,657,653,0,4,0,18860,0,0,0,0,0,0,0,42715,0,22921,0,19794,0
